"","HandID","Timestamp","BigBlind","all-in","bets","calls","collected","posts","raises","Uncalled bet","profit","balance","profit_bb","balance_bb","running_sum","running_sum_bb"
"997","169698244160:  ",2017-04-28 21:56:54,0.02,0,0,0,0,0.02,0,0,-0.02,2.27,-1,126.2,1.19,58
"998","169698260825:  ",2017-04-28 21:57:38,0.02,0,0,0,0,0.01,0,0,-0.01,2.26,-0.5,125.7,1.31,64
"999","169698270264:  ",2017-04-28 21:58:04,0.02,0,0.41,0,0.99,0,0.08,0,0.5,2.76,25,150.7,1.83,90
"1003","169698296297:  ",2017-04-28 21:59:16,0.02,0,0.17,0.02,0,0,0.06,0,-0.25,2.51,-12.5,138.2,2.06,101.5
"1006","169698360074:  ",2017-04-28 22:02:03,0.02,0,0,0,0,0.02,0,0,-0.02,2.49,-1,137.2,2.05,101
"1007","169698369828:  ",2017-04-28 22:02:28,0.02,0,0,0,0,0.02,0,0,-0.02,2.47,-1,136.2,2.08,102.5
"1008","169698370103:  ",2017-04-28 22:02:29,0.02,0,0.08,0.01,0.08,0.01,0,0.08,0.06,2.53,3,139.2,2.12,104.5
"1013","169698390172:  ",2017-04-28 22:03:05,0.02,0,0,0,0,0.01,0,0,-0.01,2.52,-0.5,138.7,2.27,112
"1014","169698406806:  ",2017-04-28 22:03:47,0.02,0,0,0,0.05,0,0.06,0.04,0.03,2.55,1.5,140.2,2.24,110.5
"1017","169698429998:  ",2017-04-28 22:04:45,0.02,0,0.03,0.02,0.05,0,0,0.03,0.03,2.58,1.5,141.7,1.93,95
"1021","169698433732:  ",2017-04-28 22:04:54,0.02,0,0,0.12,0,0,0,0,-0.12,2.46,-6,135.7,1.76,86.5
"1025","169698493921:  ",2017-04-28 22:07:26,0.02,0,0.1,0.07,0.16,0,0,0.1,0.09,2.55,4.5,140.2,1.73,85
"1030","169698495305:  ",2017-04-28 22:07:30,0.02,0,0,0,0,0.02,0,0,-0.02,2.53,-1,139.2,1.73,85
"1031","169698516048:  ",2017-04-28 22:08:22,0.02,0,0,0,0,0.01,0,0,-0.01,2.52,-0.5,138.7,1.73,85
"1032","169698549141:  ",2017-04-28 22:09:47,0.02,0,0.1,0,0.14,0,0.06,0.1,0.08,2.6,4,142.7,1.82,89.5
"1036","169698559082:  ",2017-04-28 22:10:12,0.02,0,0,0,0,0.02,0,0,-0.02,2.58,-1,141.7,1.69,84.8
"1037","169698575671:  ",2017-04-28 22:10:54,0.02,0,0.03,0.01,0,0.01,0,0,-0.05,2.53,-2.5,139.2,1.66,83.3
"1040","169698619626:  ",2017-04-28 22:12:47,0.02,0,0.12,0.06,0.19,0,0,0.12,0.13,2.66,6.5,145.7,1.8,90.3
"1045","169698663491:  ",2017-04-28 22:14:40,0.02,0,0,0,0,0.02,0,0,-0.02,2.64,-1,144.7,1.74,87.3
"1046","169698680955:  ",2017-04-28 22:15:25,0.02,0,0,0,0,0.01,0,0,-0.01,2.63,-0.5,144.2,1.99,99.8
"1047","169698685458:  ",2017-04-28 22:15:36,0.02,0,0.02,0.04,0.09,0,0,0.02,0.05,2.68,2.5,146.7,2.02,101.3
"1052","169698701636:  ",2017-04-28 22:16:18,0.02,0,0,0,0,0.02,0,0,-0.02,2.66,-1,145.7,1.87,93.8
"1053","169698712009:  ",2017-04-28 22:16:45,0.02,0,0.25,0.05,0.32,0,0,0.15,0.17,2.83,8.5,154.2,2.06,103.3
"1058","169698738930:  ",2017-04-28 22:17:55,0.02,0,0,0.01,0,0.01,0,0,-0.02,2.81,-1,153.2,2.06,103.3
"1060","169698750507:  ",2017-04-28 22:18:25,0.02,0,0.02,0.02,0.05,0,0,0.02,0.03,2.84,1.5,154.7,2.11,105.8
"1064","169698768458:  ",2017-04-28 22:19:12,0.02,0,0.03,0.02,0.06,0,0,0.03,0.04,2.88,2,156.7,2.17,108.8
"1068","169698791277:  ",2017-04-28 22:20:11,0.02,0,0.1,0.04,0,0,0,0,-0.14,2.74,-7,149.7,2.36,118.3
"1071","169698816373:  ",2017-04-28 22:21:17,0.02,0,0,0.02,0,0,0,0,-0.02,2.72,-1,148.7,2.36,118.3
"1072","169698839410:  ",2017-04-28 22:22:17,0.02,0,0,0,0,0.02,0,0,-0.02,2.7,-1,147.7,2.16,108.3
"1073","169799481141:  ",2017-05-01 05:21:47,0.02,0,0.04,0.02,0,0,0,0,-0.06,2.64,-3,144.7,2.11,105.8
"1075","169799507194:  ",2017-05-01 05:22:52,0.02,0,0.12,0,0.18,0,0.06,0.12,0.12,2.76,6,150.7,2.18,109.3
"1079","169799536662:  ",2017-05-01 05:24:06,0.02,0,0,0,0,0,0.06,0,-0.06,2.7,-3,147.7,2.14,107.3
"1080","169799591502:  ",2017-05-01 05:26:23,0.02,0,0,0,0,0.02,0,0,-0.02,2.68,-1,146.7,2.13,106.8
"1081","169799671962:  ",2017-05-01 05:29:42,0.02,0,0,0,0,0.02,0,0,-0.02,2.66,-1,145.7,1.22,61.3
"1082","169799686282:  ",2017-05-01 05:30:18,0.02,0,0,0,0,0.01,0,0,-0.01,2.65,-0.5,145.2,1.23,61.8
"1083","169799720102:  ",2017-05-01 05:31:42,0.02,0,0,0,0.13,0.02,0.18,0.12,0.05,2.7,2.5,147.7,1.3,65.3
"1087","169799743916:  ",2017-05-01 05:32:41,0.02,0,0,0.01,0,0.01,0,0,-0.02,2.68,-1,146.7,1.46,73.3
"1089","169799780229:  ",2017-05-01 05:34:10,0.02,0,0,0.1,0,0,0,0,-0.1,2.58,-5,141.7,1.3,65.3
"1091","169799827509:  ",2017-05-01 05:36:07,0.02,0,0,0.02,0,0,0,0,-0.02,2.56,-1,140.7,1.55,77.8
"1092","169799845331:  ",2017-05-01 05:36:51,0.02,0,0,0.06,0,0,0,0,-0.06,2.5,-3,137.7,1.51,75.8
"1093","169799906469:  ",2017-05-01 05:39:20,0.02,0,0,0,0,0.02,0,0,-0.02,2.48,-1,136.7,1.51,75.8
"1094","169799907758:  ",2017-05-01 05:39:23,0.02,0,0,0,0,0.02,0,0,-0.02,2.46,-1,135.7,1.51,75.8
"1095","169799923040:  ",2017-05-01 05:40:00,0.02,0,0,0,0,0.01,0,0,-0.01,2.45,-0.5,135.2,1.51,75.8
"1096","169799931424:  ",2017-05-01 05:40:21,0.02,0,0,0,0,0.01,0,0,-0.01,2.44,-0.5,134.7,1.47,73.8
"1097","169799961584:  ",2017-05-01 05:41:34,0.02,0,0.12,0,0.23,0,0.06,0.12,0.17,2.61,8.5,143.2,1.66,83.3
"1101","169800074392:  ",2017-05-01 05:46:08,0.02,0,0,0,0,0.02,0,0,-0.02,2.59,-1,142.2,1.65,82.8
"1102","169800102093:  ",2017-05-01 05:47:16,0.02,0,0,0,0,0.01,0,0,-0.01,2.58,-0.5,141.7,1.65,82.8
"1103","169800109479:  ",2017-05-01 05:47:34,0.02,0,0.1,0.08,0.38,0,0,0,0.2,2.78,10,151.7,1.82,91.3
"1107","169800137222:  ",2017-05-01 05:48:41,0.02,0,0,0.02,0,0,0,0,-0.02,2.76,-1,150.7,1.82,91.3
"1108","169800168904:  ",2017-05-01 05:49:59,0.02,0,0,0.04,0,0,0.06,0,-0.1,2.66,-5,145.7,1.55,77.8
"1110","169800179991:  ",2017-05-01 05:50:27,0.02,0,0,0.04,0,0.02,0,0,-0.06,2.6,-3,142.7,1.44,72.3
"1112","169800211448:  ",2017-05-01 05:51:43,0.02,0,0,0.01,0,0.01,0,0,-0.02,2.58,-1,141.7,1.44,72.3
"1114","169800237196:  ",2017-05-01 05:52:46,0.02,0,0,0,0.05,0,0.06,0.04,0.03,2.61,1.5,143.2,1.49,74.8
"1117","169800258876:  ",2017-05-01 05:53:40,0.02,0,0.27,0,0.28,0,0.06,0.2,0.15,2.76,7.5,150.7,1.68,84.3
"1122","169800278375:  ",2017-05-01 05:54:27,0.02,0,0,0.05,0,0.01,0,0,-0.06,2.7,-3,147.7,1.63,81.8
"1124","169800292273:  ",2017-05-01 05:55:00,0.02,0,0,0.02,0,0,0,0,-0.02,2.68,-1,146.7,1.53,76.8
"1125","169800344144:  ",2017-05-01 05:57:20,0.02,0,0,0.06,0,0,0,0,-0.06,2.62,-3,143.7,1.49,74.8
"1127","169800357124:  ",2017-05-01 05:57:55,0.02,0,0,0,0.02,0.02,0,0.01,0.01,2.63,0.5,144.2,1.52,76.3
"1130","169800365981:  ",2017-05-01 05:58:19,0.02,0,0,0,0,0.01,0,0,-0.01,2.62,-0.5,143.7,1.62,81.3
"1131","169800385632:  ",2017-05-01 05:59:12,0.02,0,0,0.06,0,0,0,0,-0.06,2.56,-3,140.7,1.55,77.8
"1132","169800386588:  ",2017-05-01 05:59:14,0.02,0,0.05,0.11,0.36,0,0,0,0.2,2.76,10,150.7,0.85,42.8
"1136","169800413520:  ",2017-05-01 06:00:26,0.02,0,0,0.02,0,0,0,0,-0.02,2.74,-1,149.7,0.84,42.3
"1137","169800420547:  ",2017-05-01 06:00:44,0.02,0,0,0,0,0.02,0,0,-0.02,2.72,-1,148.7,-0.31,-15.2
"1138","169800441649:  ",2017-05-01 06:01:37,0.02,0,0,0.02,0,0,0,0,-0.02,2.7,-1,147.7,-0.31,-15.2
"1139","169800451545:  ",2017-05-01 06:02:01,0.02,0,0.04,0.01,0,0.01,0,0,-0.06,2.64,-3,144.7,-0.36,-17.7
"1142","169800467609:  ",2017-05-01 06:02:40,0.02,0,0,0.02,0.05,0,0,0,0.03,2.67,1.5,146.2,-0.31,-15.2
"1144","169800515806:  ",2017-05-01 06:04:36,0.02,0,0,0,0,0.02,0,0,-0.02,2.65,-1,145.2,-0.42,-20.7
"1145","169800531924:  ",2017-05-01 06:05:15,0.02,0,0,0,0,0.01,0,0,-0.01,2.64,-0.5,144.7,-0.41,-20.2
"1146","169800540259:  ",2017-05-01 06:05:34,0.03,0,0.06,0.02,0.08,0,0,0.06,0.06,2.7,2,146.7,-0.31,-16.2
"1150","169800610120:  ",2017-05-01 06:08:21,0.02,0,0.1,0,0,0,0.06,0,-0.16,2.54,-8,138.7,-0.51,-26.2
"1152","169800641113:  ",2017-05-01 06:09:36,0.02,0,0,0,0,0.02,0,0,-0.02,2.52,-1,137.7,-0.52,-26.7
"1153","169800668192:  ",2017-05-01 06:10:40,0.02,0,0.04,0.01,0.06,0.01,0,0.04,0.04,2.56,2,139.7,-0.54,-27.7
"1158","169800697899:  ",2017-05-01 06:11:51,0.02,0,0.04,0.01,0.06,0.01,0,0.04,0.04,2.6,2,141.7,-0.44,-22.7
"1163","169800722124:  ",2017-05-01 06:12:48,0.02,0,0,0.24,0.49,0,0,0,0.25,2.85,12.5,154.2,-0.18,-9.70000000000002
"1168","169800748895:  ",2017-05-01 06:13:50,0.02,0,0.2,0.06,0.26,0,0,0.2,0.2,3.05,10,164.2,0.0899999999999999,3.79999999999998
"1172","169800788844:  ",2017-05-01 06:15:24,0.02,0,0,0.02,0,0,0,0,-0.02,3.03,-1,163.2,0.13,5.79999999999998
"1173","169800801731:  ",2017-05-01 06:15:54,0.02,0.65,0.2,0,0,0,0.1,0,-0.95,2.08,-47.5,115.7,-0.8,-41
"1176","169800834376:  ",2017-05-01 06:17:11,0.02,0,0,0,0,0.02,0,0,-0.02,2.06,-1,114.7,-0.8,-41
"1177","169800861517:  ",2017-05-01 06:18:15,0.02,0,0.04,0.01,0.06,0.01,0,0.04,0.04,2.1,2,116.7,-0.5,-26
"1182","169800888872:  ",2017-05-01 06:19:19,0.02,0,0.16,0,0.2,0,0.06,0.16,0.14,2.24,7,123.7,-0.45,-23.5
"1186","169800910157:  ",2017-05-01 06:20:08,0.02,0,0,0.06,0,0,0,0,-0.06,2.18,-3,120.7,-0.49,-25.5
"1187","169801043966:  ",2017-05-01 06:25:21,0.02,0,0,0,0,0.02,0,0,-0.02,2.16,-1,119.7,-0.49,-25.5
"1188","169801078204:  ",2017-05-01 06:26:41,0.02,0,0.15,0.05,0.19,0.01,0,0.15,0.13,2.29,6.5,126.2,-0.35,-18.5
"1193","169801129074:  ",2017-05-01 06:28:40,0.02,0,0,0.08,0,0,0,0,-0.08,2.21,-4,122.2,-0.57,-29.5
"1195","169801154304:  ",2017-05-01 06:29:39,0.02,0,0,0,0,0,0.06,0,-0.06,2.15,-3,119.2,-0.59,-30.5
"1196","169801181170:  ",2017-05-01 06:30:41,0.02,0,0,0.06,0,0,0,0,-0.06,2.09,-3,116.2,-0.37,-19.5
"1198","169801197587:  ",2017-05-01 06:31:19,0.02,0.51,0,0.33,1.88,0,0.14,0,0.9,2.99,45,161.2,0.5,24
"1203","169801227283:  ",2017-05-01 06:32:27,0.02,0,0,0.02,0,0,0,0,-0.02,2.97,-1,160.2,0.4,19
"1204","169801243433:  ",2017-05-01 06:33:04,0.02,0,0,0,0,0.02,0,0,-0.02,2.95,-1,159.2,0.42,20
"1205","169801269658:  ",2017-05-01 06:34:04,0.02,0,0,0,0,0.01,0,0,-0.01,2.94,-0.5,158.7,0.43,20.5
"1206","169801392586:  ",2017-05-01 06:38:43,0.02,0,0,0,0.02,0.02,0,0.01,0.01,2.95,0.5,159.2,0.43,20.5
"1209","169801411167:  ",2017-05-01 06:39:25,0.02,0,0,0,0,0.01,0,0,-0.01,2.94,-0.5,158.7,0.339999999999999,16
"1210","169801435367:  ",2017-05-01 06:40:21,0.02,0,0,0.17,0,0,0,0,-0.17,2.77,-8.5,150.2,0.19,8.5
"1211","169801601177:  ",2017-05-01 06:46:35,0.02,0,0,0.04,0.32,0.02,0.2,0.1,0.16,2.93,8,158.2,0.59,28.5
"1216","169801628923:  ",2017-05-01 06:47:38,0.02,0,0,0.05,0,0.01,0,0,-0.06,2.87,-3,155.2,0.54,26
"1218","169801775777:  ",2017-05-01 06:53:07,0.02,0,0,0,0,0.02,0,0,-0.02,2.85,-1,154.2,0.58,28
"1219","169801798875:  ",2017-05-01 06:53:59,0.02,0,0,0,0,0.01,0,0,-0.01,2.84,-0.5,153.7,0.59,28.5
"1220","169801822867:  ",2017-05-01 06:54:53,0.02,1.39,0,0.34,0,0,0,0,-1.73,1.11,-86.5,67.2,-1.12,-57
"1223","169802205600:  ",2017-05-01 07:09:34,0.02,0,0,0,0,0.02,0,0,-0.02,1.09,-1,66.2,-1.21,-61.5
"1224","169802230290:  ",2017-05-01 07:10:28,0.02,0,0,0.02,0,0,0,0,-0.02,1.07,-1,65.2,-1.22,-62
"1225","169802313157:  ",2017-05-01 07:13:28,0.02,0,0.05,0.02,0.47,0,0.16,0,0.24,1.31,12,77.2,-0.96,-49
"1229","169802343371:  ",2017-05-01 07:14:34,0.02,0,0.02,0,0.05,0.02,0,0.02,0.03,1.34,1.5,78.7,-0.92,-47
"1233","169802374119:  ",2017-05-01 07:15:40,0.02,0,0,0.22,0.24,0.01,0,0,0.00999999999999998,1.35,0.5,79.2,-1.41,-71.5
"1238","169802425231:  ",2017-05-01 07:17:30,0.02,0,0,0.48,1.42,0,0,0,0.94,2.29,47,126.2,-0.22,-12
"1242","169802484721:  ",2017-05-01 07:19:39,0.02,0,0,0.02,0,0,0,0,-0.02,2.27,-1,125.2,-0.22,-12
"1243","169802509483:  ",2017-05-01 07:20:32,0.02,0,0,0,0,0.02,0,0,-0.02,2.25,-1,124.2,-0.22,-12
"1244","169802516141:  ",2017-05-01 07:20:47,0.02,0,0,0.05,0,0.01,0.14,0,-0.2,2.05,-10,114.2,-0.48,-25
"1247","169802581614:  ",2017-05-01 07:23:08,0.02,0,0,0.02,0,0,0,0,-0.02,2.03,-1,113.2,-0.490000000000001,-25.5
"1248","169802602907:  ",2017-05-01 07:23:54,0.02,0,0,0.02,0.23,0,0.2,0.1,0.11,2.14,5.5,118.7,-0.41,-21.5
"1252","169802631068:  ",2017-05-01 07:24:54,0.02,0,0.07,0.04,0,0.02,0,0,-0.13,2.01,-6.5,112.2,-0.57,-29.5
"1255","169802671287:  ",2017-05-01 07:26:21,0.02,0,0,0,0,0.01,0,0,-0.01,2,-0.5,111.7,-0.46,-24
"1256","169802776273:  ",2017-05-01 07:30:06,0.02,0,0,0,0.02,0.02,0,0.01,0.01,2.01,0.5,112.2,-0.54,-28
"1259","169802787270:  ",2017-05-01 07:30:29,0.02,0,0,0,0,0.01,0,0,-0.01,2,-0.5,111.7,-0.53,-27.5
"1260","169802807563:  ",2017-05-01 07:31:13,0.02,0,0.03,0.1,0,0,0,0,-0.13,1.87,-6.5,105.2,-0.650000000000001,-33.5
"1263","169802985647:  ",2017-05-01 07:37:30,0.02,0,0,0,0,0.02,0,0,-0.02,1.85,-1,104.2,-0.75,-38.5
"1264","169803009473:  ",2017-05-01 07:38:20,0.02,0,0,0,0,0.01,0,0,-0.01,1.84,-0.5,103.7,-0.74,-38
"1265","169803035492:  ",2017-05-01 07:39:14,0.02,0,0.35,0.06,0.64,0,0,0.15,0.38,2.22,19,122.7,-0.31,-16.5
"1270","169803125244:  ",2017-05-01 07:42:20,0.02,0,0,0,0,0.02,0,0,-0.02,2.2,-1,121.7,-0.46,-24
"1271","169803137367:  ",2017-05-01 07:42:46,0.02,0,0,0,0,0.01,0,0,-0.01,2.19,-0.5,121.2,-0.45,-23.5
"1272","169803152087:  ",2017-05-01 07:43:16,0.02,0,0,0.02,0.05,0,0,0,0.03,2.22,1.5,122.7,-0.41,-21.5
"1274","169803199185:  ",2017-05-01 07:44:53,0.02,0,0,0,0,0.02,0,0,-0.02,2.2,-1,121.7,-0.48,-25
"1275","169803207194:  ",2017-05-01 07:45:09,0.02,0,0,0,0,0.01,0,0,-0.01,2.19,-0.5,121.2,-0.47,-24.5
"1276","169803234017:  ",2017-05-01 07:46:04,0.02,0,0,0.02,0,0,0,0,-0.02,2.17,-1,120.2,-0.66,-34
"1277","169803250904:  ",2017-05-01 07:46:39,0.02,0,0.2,0.46,0,0,0.06,0,-0.72,1.45,-36,84.2,-1.36,-69
"1281","169849426607:  ",2017-05-02 08:31:39,0.02,0,0.07,0,0.14,0,0.06,0.07,0.08,1.53,4,88.2,-1.31,-66.5
"1285","169849442059:  ",2017-05-02 08:32:11,0.02,0,0,0,0,0.02,0,0,-0.02,1.51,-1,87.2,-1.37,-69.5
"1286","169849454223:  ",2017-05-02 08:32:36,0.02,0,0,0,0,0.01,0,0,-0.01,1.5,-0.5,86.7,-1.24,-63
"1287","169849507643:  ",2017-05-02 08:34:27,0.02,0,0,0,0,0.02,0,0,-0.02,1.48,-1,85.7,-1.24,-63
"1288","169849524189:  ",2017-05-02 08:35:02,0.02,0,0,0,0,0.01,0,0,-0.01,1.47,-0.5,85.2,-1.23,-62.5
"1289","169849535347:  ",2017-05-02 08:35:25,0.02,0,0.02,0.02,0.05,0,0,0.02,0.03,1.5,1.5,86.7,-1.14,-58
"1293","169849556858:  ",2017-05-02 08:36:09,0.02,0.32,0,0.14,0,0,0,0,-0.46,1.04,-23,63.7,-1.72,-87
"1297","169849633424:  ",2017-05-02 08:38:46,0.02,0,0.04,0.02,0,0,0,0,-0.06,0.98,-3,60.7,-1.72,-87
"1299","169849678522:  ",2017-05-02 08:40:19,0.02,0,0,0.06,0,0,0,0,-0.06,0.92,-3,57.7,-1.76,-89
"1301","169849714611:  ",2017-05-02 08:41:32,0.02,0,0.06,0.03,0.11,0.02,0,0.06,0.06,0.98,3,60.7,-1.68,-85
"1306","169849742573:  ",2017-05-02 08:42:29,0.02,0,0,0,0,0.01,0,0,-0.01,0.97,-0.5,60.2,-1.68,-85
"1307","169849755960:  ",2017-05-02 08:42:57,0.02,0,0.02,0.02,0.05,0,0,0.02,0.03,1,1.5,61.7,-1.7,-86
"1311","169849784213:  ",2017-05-02 08:43:37,0.02,0,0,0,0,0.02,0,0,-0.02,0.98,-1,60.7,-1.7,-86
"1312","169849794942:  ",2017-05-02 08:43:59,0.02,0,0,0,0,0.01,0,0,-0.01,0.97,-0.5,60.2,-1.61,-81.5
"1313","169849806244:  ",2017-05-02 08:44:22,0.02,0,0.31,0,0.31,0,0.12,0.31,0.19,1.16,9.5,69.7,-1.4,-71
"1317","169849843703:  ",2017-05-02 08:45:38,0.02,0,0,0.02,0,0,0,0,-0.02,1.14,-1,68.7,-1.36,-69
"1318","169849858739:  ",2017-05-02 08:46:08,0.02,0,0.05,0,0.09,0,0.04,0.05,0.05,1.19,2.5,71.2,-1.29,-65.5
"1322","169849869660:  ",2017-05-02 08:46:30,0.02,0,0,0.07,0,0,0,0,-0.07,1.12,-3.5,67.7,-1.34,-68
"1324","169849927320:  ",2017-05-02 08:48:26,0.02,0,0,0,0,0.02,0,0,-0.02,1.1,-1,66.7,-1.35,-68.5
"1325","169849933637:  ",2017-05-02 08:48:39,0.02,0,0,0.02,0,0,0,0,-0.02,1.08,-1,65.7,-1.36,-69
"1326","169849948189:  ",2017-05-02 08:49:08,0.02,0,0,0,0,0.01,0,0,-0.01,1.07,-0.5,65.2,-1.54,-78
"1327","169850017378:  ",2017-05-02 08:51:25,0.02,0,0,0,0,0.02,0,0,-0.02,1.05,-1,64.2,-1.54,-78
"1328","169850019191:  ",2017-05-02 08:51:28,0.02,0,0,0,0.05,0,0.06,0.04,0.03,1.08,1.5,65.7,-1.5,-76
"1331","169850041364:  ",2017-05-02 08:52:12,0.02,0,0,0,0,0.01,0,0,-0.01,1.07,-0.5,65.2,-1.71,-86.5
"1332","169850043685:  ",2017-05-02 08:52:17,0.02,0,0,0,0,0,0.06,0,-0.06,1.01,-3,62.2,-1.75,-88.5
"1333","169850103341:  ",2017-05-02 08:54:16,0.02,0,0,0,0,0.02,0,0,-0.02,0.99,-1,61.2,-1.67,-84.5
"1334","169850107966:  ",2017-05-02 08:54:25,0.02,0,0.13,0.02,0.16,0,0,0.08,0.09,1.08,4.5,65.7,-1.52,-77
"1339","169850113497:  ",2017-05-02 08:54:36,0.02,0,0,0,0,0.01,0,0,-0.01,1.07,-0.5,65.2,-1.51,-76.5
"1340","169850145951:  ",2017-05-02 08:55:44,0.02,0,0.2,0.02,0.67,0,0.1,0,0.35,1.42,17.5,82.7,-1.19,-60.5
"1344","169850221570:  ",2017-05-02 08:58:34,0.02,0,0.06,0.02,0.06,0,0,0.06,0.04,1.46,2,84.7,-1.3,-66
"1348","169850244102:  ",2017-05-02 08:59:24,0.02,0,0,0.02,0,0,0,0,-0.02,1.44,-1,83.7,-1.26,-64
"1349","169850274342:  ",2017-05-02 09:00:30,0.02,0,0,0,0,0.02,0,0,-0.02,1.42,-1,82.7,-1.26,-64
"1350","169850280255:  ",2017-05-02 09:00:43,0.02,0,0,0,0.02,0.02,0,0.01,0.01,1.43,0.5,83.2,-1.19,-60.5
"1353","169850289358:  ",2017-05-02 09:01:02,0.02,0,0,0,0,0.01,0,0,-0.01,1.42,-0.5,82.7,-1.21,-61.5
"1354","169850294541:  ",2017-05-02 09:01:12,0.02,0,0,0,0,0.01,0,0,-0.01,1.41,-0.5,82.2,-1.21,-61.5
"1355","169850346816:  ",2017-05-02 09:02:57,0.02,0,0.05,0.02,0.07,0,0,0.05,0.05,1.46,2.5,84.7,-1.1,-56
"1359","169850384340:  ",2017-05-02 09:04:10,0.02,0,0,0.02,0.11,0,0.06,0.03,0.06,1.52,3,87.7,-1.24,-63
"1363","169850426137:  ",2017-05-02 09:05:31,0.02,0,0,0,0,0.02,0,0,-0.02,1.5,-1,86.7,-1.24,-63
"1364","169850438489:  ",2017-05-02 09:05:56,0.02,0,0,0,0,0.01,0,0,-0.01,1.49,-0.5,86.2,-1.23,-62.5
"1365","169850490941:  ",2017-05-02 09:07:38,0.02,0,0,0.02,0,0,0,0,-0.02,1.47,-1,85.2,-1.23,-62.5
"1366","169850504900:  ",2017-05-02 09:08:05,0.02,0,0,0,0,0.02,0,0,-0.02,1.45,-1,84.2,-1.19,-60.5
"1367","169850519017:  ",2017-05-02 09:08:33,0.02,0,0,0,0,0.01,0,0,-0.01,1.44,-0.5,83.7,-1.23,-62.5
"1368","169850560971:  ",2017-05-02 09:09:54,0.02,0,0,0.08,0.3,0,0.06,0,0.16,1.6,8,91.7,-1.05,-53.5
"1371","169850619213:  ",2017-05-02 09:11:47,0.03,0,0,0,0,0.02,0,0,-0.02,1.58,-0.7,91,-1.06,-53.7
"1372","169850634665:  ",2017-05-02 09:12:17,0.02,0,0,0,0,0.01,0,0,-0.01,1.57,-0.5,90.5,-1.13,-56.2
"1373","169850650895:  ",2017-05-02 09:12:48,0.02,0,0.18,0.43,0.68,0,0.06,0,0.0100000000000001,1.58,0.5,91,-0.96,-47.7
"1377","169850696694:  ",2017-05-02 09:14:17,0.02,0,0,0,0,0.02,0,0,-0.02,1.56,-1,90,-0.96,-47.7
"1378","169850715605:  ",2017-05-02 09:14:54,0.02,0,0.39,0.06,0.39,0.01,0.12,0.39,0.2,1.76,10,100,-0.8,-39.7
"1384","169850830750:  ",2017-05-02 09:18:34,0.02,0,0,0,0,0.02,0,0,-0.02,1.74,-1,99,-0.86,-42.7
"1385","169850830977:  ",2017-05-02 09:18:35,0.02,0,0.06,0.02,0,0,0,0,-0.08,1.66,-4,95,-1.19,-59.2
"1387","169850857301:  ",2017-05-02 09:19:24,0.02,0,0,0,0,0.01,0,0,-0.01,1.65,-0.5,94.5,-1.4,-69.7
"1388","169850897175:  ",2017-05-02 09:20:40,0.02,0,0,0.02,0,0,0,0,-0.02,1.63,-1,93.5,-1.4,-69.7
"1389","169850960912:  ",2017-05-02 09:22:41,0.02,0,0,0.02,0,0,0,0,-0.02,1.61,-1,92.5,-0.47,-23.2
"1390","169850977590:  ",2017-05-02 09:23:13,0.02,0,0,0,0,0.01,0,0,-0.01,1.6,-0.5,92,-0.46,-22.7
"1391","169850980585:  ",2017-05-02 09:23:19,0.02,0,0.69,0,0.55,0.02,0.12,0.55,0.27,1.87,13.5,105.5,-0.23,-11.2
"1397","169851015855:  ",2017-05-02 09:24:26,0.02,0,0,0.16,0.37,0.01,0,0,0.2,2.07,10,115.5,-0.17,-8.2
"1403","169851047042:  ",2017-05-02 09:25:26,0.02,0,0,0.02,0,0,0,0,-0.02,2.05,-1,114.5,-0.13,-6.2
"1404","169851073799:  ",2017-05-02 09:26:17,0.02,0,0,0.02,0,0,0,0,-0.02,2.03,-1,113.5,-0.13,-6.2
"1405","169851086013:  ",2017-05-02 09:26:40,0.02,0,0,0,0.05,0,0.06,0.04,0.03,2.06,1.5,115,-0.23,-11.2
"1408","169851148727:  ",2017-05-02 09:28:39,0.02,0,0,0,0,0.02,0,0,-0.02,2.04,-1,114,-0.17,-8.2
"1409","169851156329:  ",2017-05-02 09:28:53,0.02,0,0,0.02,0,0,0,0,-0.02,2.02,-1,113,-0.13,-6.2
"1410","169851176729:  ",2017-05-02 09:29:32,0.02,0,0,0.01,0,0.01,0,0,-0.02,2,-1,112,-0.0900000000000003,-4.2
"1412","169851194752:  ",2017-05-02 09:30:05,0.02,0,0,0.06,0,0,0,0,-0.06,1.94,-3,109,-1.05,-52.2
"1413","169851233055:  ",2017-05-02 09:31:17,0.02,0,0,0,0,0.02,0,0,-0.02,1.92,-1,108,-1.05,-52.2
"1414","169851249549:  ",2017-05-02 09:31:48,0.02,0,0.03,0.02,0.05,0,0,0.03,0.03,1.95,1.5,109.5,-1,-49.7
"1418","169851265206:  ",2017-05-02 09:32:18,0.02,0,0.11,0,0.21,0.01,0.06,0.11,0.14,2.09,7,116.5,-0.85,-42.2
"1423","169851301582:  ",2017-05-02 09:33:26,0.02,0,0,0,0,0.02,0,0,-0.02,2.07,-1,115.5,-0.88,-43.7
"1424","169851305437:  ",2017-05-02 09:33:33,0.02,0,0,0.06,0,0,0,0,-0.06,2.01,-3,112.5,-0.93,-46.2
"1427","169851320321:  ",2017-05-02 09:34:01,0.02,0,0,0,0,0.01,0,0,-0.01,2,-0.5,112,-0.77,-38.2
